"","sample_id","var","y","y_hat","split"
"384","MOLT-13","Lapatinib",0.0997474056527143,0.102673009037971,"test"
"385","COLO 684","Lapatinib",0.0866393015602664,0.0995262414216995,"test"
"386","A-427","Lapatinib",NA,0.107318088412285,"test"
"387","MZ-MEL-2","Lapatinib",NA,0.0365579202771187,"test"
"388","IST-SL1","Lapatinib",NA,0.0750680863857269,"test"
"389","MIA PaCa-2","Lapatinib",0.19691011909586,0.0437675751745701,"test"
"390","RPMI-8226","Lapatinib",0.0290410539256939,0.0521084666252136,"test"
"391","GCT","Lapatinib",0.0115381567222127,0.0544595345854759,"test"
"392","CAL-62","Lapatinib",0.093671361511606,0.0331758409738541,"test"
"393","SN12C","Lapatinib",0.0680519105845517,0.0550871603190899,"test"
"394","Calu-3","Lapatinib",0.307705266657238,0.360325038433075,"test"
"395","CTV-1","Lapatinib",0.0505803834011761,0.0686428546905518,"test"
"396","SKM-1","Lapatinib",NA,0.0832424759864807,"test"
"397","SBC-1","Lapatinib",NA,0.108399130403996,"test"
"398","SW620","Lapatinib",0.0078517810862241,0.0473824441432953,"test"
"399","Rh1","Lapatinib",0.121006278237738,0.0704106837511063,"test"
"400","DSH1","Lapatinib",0.457290896134394,0.16048501431942,"test"
"401","QIMR-WIL","Lapatinib",NA,0.0721316710114479,"test"
"402","RCC10RGB","Lapatinib",0.276541280858869,0.123438373208046,"test"
"403","HO-1-N-1","Lapatinib",0.171907881836699,0.158085107803345,"test"
"404","MKN28","Lapatinib",0.0904516578624683,0.168523639440536,"test"
"405","Lu-134-A","Lapatinib",NA,0.107506722211838,"test"
"406","CCF-STTG1","Lapatinib",NA,0.0848114490509033,"test"
"407","NCI-H441","Lapatinib",0.0038327036945507,0.115921452641487,"test"
"408","LS123","Lapatinib",0.0848816450739274,0.0808639675378799,"test"
"409","ES5","Lapatinib",NA,0.0555410273373127,"test"
"410","CAL-51","Lapatinib",0.0756596023148641,0.0633271038532257,"test"
"411","BFTC-909","Lapatinib",0.130482050579485,0.034227292984724,"test"
"412","JAR","Lapatinib",NA,0.0657263770699501,"test"
"413","KYSE-520","Lapatinib",0.256134660454257,0.21136748790741,"test"
"414","MOG-G-CCM","Lapatinib",0.057108182164167,0.0775402635335922,"test"
"415","CAL-54","Lapatinib",0.375736602067423,0.128432512283325,"test"
"416","COLO 741","Lapatinib",NA,0.0756717175245285,"test"
"417","SW1116","Lapatinib",0.104476694750244,0.123607464134693,"test"
"418","NCI-H1092","Lapatinib",0.0083556074071156,0.074157327413559,"test"
"419","TGW","Lapatinib",0.0611259083402796,0.0368543639779091,"test"
"420","Panc 03.27","Lapatinib",0.113916984598582,0.0839393734931946,"test"
"421","SK-N-AS","Lapatinib",0.015586221029433,0.0285536907613277,"test"
"422","JVM-3","Lapatinib",0.14032194310172,0.0760570168495178,"test"
"423","NCI-H345","Lapatinib",NA,0.0746673345565796,"test"
"424","Lu-99A","Lapatinib",0.0048376444291584,0.0582910925149918,"test"
"425","HCT 15","Lapatinib",0.111332214478244,0.175740346312523,"test"
"426","PSN1","Lapatinib",0.0803960241149398,0.0299514643847942,"test"
"427","Ramos.2G6.4C10","Lapatinib",NA,0.0915562063455582,"test"
"428","TC-YIK","Lapatinib",0.0583909750483552,0.108999267220497,"test"
"429","MHH-ES-1","Lapatinib",0.0211634736458525,0.0652986913919449,"test"
"430","ML-2","Lapatinib",0.0905040602768253,0.079350471496582,"test"
"431","TGBC11TKB","Lapatinib",0.122997288593781,0.136859685182571,"test"
"432","Panc 10.05","Lapatinib",0.12320904500028,0.0782204866409302,"test"
"433","B-CPAP","Lapatinib",0.0687072564719032,0.0648927465081215,"test"
"434","DoHH2","Lapatinib",NA,0.0739359706640244,"test"
"435","NCI-H1770","Lapatinib",NA,0.0803458094596863,"test"
"436","SK-NEP-1","Lapatinib",NA,0.086135670542717,"test"
"437","CAL-120","Lapatinib",0.0083398563125442,0.0763559937477112,"test"
"438","CAS-1","Lapatinib",0.0750681746357749,0.0676869601011276,"test"
"439","D-542MG","Lapatinib",NA,0.0533298775553703,"test"
"440","KP-N-YS","Lapatinib",NA,0.0767871960997581,"test"
"441","HT-55","Lapatinib",0.209270317140366,0.142676502466202,"test"
"442","DB","Lapatinib",0.14164766103392,0.0555836111307144,"test"
"443","NCI-H2029","Lapatinib",NA,0.0825156420469284,"test"
"444","CHP-134","Lapatinib",0.0950494134163366,0.0713266879320145,"test"
"445","RKO","Lapatinib",0.0127790708145867,0.0541949346661568,"test"
"446","OS-RC-2","Lapatinib",0.0404482653337594,0.0856751799583435,"test"
"447","CAL-72","Lapatinib",0.088395704673448,0.0393595062196255,"test"
"448","CTB-1","Lapatinib",NA,0.0983124077320099,"test"
"449","HCE-4","Lapatinib",NA,0.124618098139763,"test"
"450","DOK","Lapatinib",0.400000296057146,0.184252515435219,"test"
"451","SCH","Lapatinib",NA,0.152238070964813,"test"
"452","T-47D","Lapatinib",0.0728065932557599,0.0872359573841095,"test"
"453","HOP-92","Lapatinib",0.0087120552015697,0.0640003457665443,"test"
"454","EW-18","Lapatinib",0.0541927909875577,0.0706436485052109,"test"
"455","CAMA-1","Lapatinib",0.0705096035572527,0.118275843560696,"test"
"456","HGC-27","Lapatinib",0.131726452617966,0.0985052585601807,"test"
"457","Mel Ho","Lapatinib",NA,0.0794128179550171,"test"
"458","MN-60","Lapatinib",0.109731493836725,0.107599355280399,"test"
"459","NCI-H2087","Lapatinib",0.0248542699047053,0.0567256025969982,"test"
"460","VA-ES-BJ","Lapatinib",0,0.0642127022147179,"test"
"461","ChaGo-K-1","Lapatinib",NA,0.140999540686607,"test"
"462","KMS-12-BM","Lapatinib",0.1050448475991,0.0863419473171234,"test"
"463","HuO-3N1","Lapatinib",0.0104218871342111,0.0724404156208038,"test"
"464","SCC-3","Lapatinib",0.0832032197360976,0.0303019843995571,"test"
"465","Capan-1","Lapatinib",0.108469435978176,0.18749788403511,"test"
"466","22Rv1","Lapatinib",0.0486629196637656,0.073731854557991,"test"
"467","RPMI-8866","Lapatinib",NA,0.0548013225197792,"test"
"468","A-172","Lapatinib",0.0643946393768728,0.0883882343769073,"test"
"469","OC 314","Lapatinib",0.0961896020810187,0.0823475271463394,"test"
"470","SW1088","Lapatinib",0.048850841472983,0.0799224451184273,"test"
"471","CW-2","Lapatinib",0.179216642698072,0.123350277543068,"test"
"472","A-549","Lapatinib",0.151696430333977,0.165031462907791,"test"
"473","OVCAR-8","Lapatinib",0.0840851543961016,0.0898868665099144,"test"
"474","HDLM-2","Lapatinib",0.025807212294536,0.0473502054810524,"test"
"475","LS513","Lapatinib",NA,0.201905757188797,"test"
"476","YKG-1","Lapatinib",NA,0.0321656949818134,"test"
"477","Lu-139","Lapatinib",NA,0.0734107196331024,"test"
"478","Daudi","Lapatinib",0.115632979412188,0.0641942843794823,"test"
"479","786-O","Lapatinib",0.120547946244931,0.064107358455658,"test"
"480","BV-173","Lapatinib",0.123544397320522,0.108335927128792,"test"
"481","D-423MG","Lapatinib",NA,0.092531144618988,"test"
"482","EFO-21","Lapatinib",0.123783331707434,0.0577429309487343,"test"
"483","Evsa-T","Lapatinib",0.079512796572756,0.153265982866287,"test"
"484","SK-CO-1","Lapatinib",0.132520542739444,0.098168708384037,"test"
"485","HCC1937","Lapatinib",0.103163589710767,0.153949037194252,"test"
"486","LOX-IMVI","Lapatinib",0.0898363602129966,0.0641632303595543,"test"
"487","PC-14","Lapatinib",0.257585613120509,0.124684050679207,"test"
"488","SNU-5","Lapatinib",0,0.035220630466938,"test"
"489","BE-13","Lapatinib",0.11565683945817,0.0579589046537876,"test"
"490","COLO 668","Lapatinib",0.0508764073035716,0.0515811592340469,"test"
"491","GOTO","Lapatinib",0.0076794195740478,0.0904722213745117,"test"
"492","ES1","Lapatinib",0.107911859700528,0.0829716399312019,"test"
"493","EW-3","Lapatinib",0.0142220652401773,0.0797806456685066,"test"
"494","WSU-NHL","Lapatinib",0.136992455045615,0.0801312178373337,"test"
"495","A-375","Lapatinib",0.0734285199614413,0.0476636290550232,"test"
"496","ONS-76","Lapatinib",0.0153559312967408,0.0725380927324295,"test"
"497","TE-10","Lapatinib",NA,0.220723643898964,"test"
"498","ES8","Lapatinib",0.14063110874631,0.0621811114251614,"test"
"499","BPH-1","Lapatinib",0.355096811855128,0.137811064720154,"test"
"500","NCI-H522","Lapatinib",0.0640827608425872,0.216267704963684,"test"
"501","HCC38","Lapatinib",0.0669213397844306,0.106805816292763,"test"
"502","G-401","Lapatinib",0.0960844918921936,0.054067887365818,"test"
"503","NMC-G1","Lapatinib",NA,0.0772570669651031,"test"
"504","NCI-H2171","Lapatinib",NA,0.0840955153107643,"test"
"505","WRO","Lapatinib",0.0348847356874743,0.050663884729147,"test"
"506","NCI-H2291","Lapatinib",NA,0.0778742507100105,"test"
"507","LK-2","Lapatinib",0.0239836009559554,0.155422374606133,"test"
"508","D283 Med","Lapatinib",0.0929883433404022,0.0902479514479637,"test"
"509","AM-38","Lapatinib",0.0228716412381702,0.0467017851769924,"test"
"510","EFO-27","Lapatinib",NA,0.197981804609299,"test"
"511","H-EMC-SS","Lapatinib",0.082422911170949,0.163705289363861,"test"
"512","Mono-Mac-6","Lapatinib",0.0696664610687779,0.0867465138435364,"test"
"513","NCI-H1355","Lapatinib",0.073876616673709,0.227298095822334,"test"
"514","PF-382","Lapatinib",0.128578138257899,0.0895890966057777,"test"
"515","TE-5","Lapatinib",0.130231207554743,0.0525705963373184,"test"
"516","L-363","Lapatinib",0.0672419877803238,0.0706973969936371,"test"
"517","M059J","Lapatinib",0.0322012093021358,0.0473665744066238,"test"
"518","SJSA-1","Lapatinib",0.0609706311437738,0.0642328411340714,"test"
"519","VMRC-RCZ","Lapatinib",0.0374860112109303,0.0861509442329407,"test"
"520","HCC1419","Lapatinib",0.318163097519904,0.214561209082603,"test"
"521","Panc 08.13","Lapatinib",0.0485027649295674,0.103553861379623,"test"
"522","ATN-1","Lapatinib",0.0236451550850026,0.0527002327144146,"test"
"523","G-361","Lapatinib",0.0745141777407648,0.108229324221611,"test"
"524","JEG-3","Lapatinib",NA,0.133494049310684,"test"
"525","MDA-MB-415","Lapatinib",0.145949709269236,0.0908838659524918,"test"
"526","OVCAR-5","Lapatinib",0.0672296921472932,0.101831965148449,"test"
"527","D-247MG","Lapatinib",NA,0.0806736201047897,"test"
"528","GDM-1","Lapatinib",0.0671099097653414,0.0810897648334503,"test"
"529","ES3","Lapatinib",NA,0.0688740834593773,"test"
"530","MPP 89","Lapatinib",0.0953633280056451,0.0557307675480843,"test"
"531","MRK-nu-1","Selumetinib",0,0.0853389427065849,"test"
"532","NCI-H460","Selumetinib",NA,0.221233502030373,"test"
"533","NCI-H1838","Selumetinib",NA,0.190319001674652,"test"
"534","HCC2157","Selumetinib",0.0253441864751115,0.0934550613164902,"test"
"535","MOLT-13","Selumetinib",0.177453215437008,0.249368861317635,"test"
"536","Hep-G2/C3A","Selumetinib",0.10401030841596,0.205735623836517,"test"
"537","KP-N-YN","Selumetinib",0.0457276084109237,0.216952130198479,"test"
"538","Reh","Selumetinib",0,0.0998425483703613,"test"
"539","TE-8","Selumetinib",0.0938025169757298,0.106784239411354,"test"
"540","YAPC","Selumetinib",0.0077610610571796,0.2295091599226,"test"
"541","PC-14","Selumetinib",0.0875034437098354,0.103838987648487,"test"
"542","SF126","Selumetinib",NA,0.104339003562927,"test"
"543","D-423MG","Selumetinib",NA,0.0738099291920662,"test"
"544","HN","Selumetinib",NA,0.0616490244865417,"test"
"545","SW1573","Selumetinib",0,0.182502239942551,"test"
"546","A-549","Selumetinib",0.359182015593524,0.305163621902466,"test"
"547","GR-ST","Selumetinib",0,0.0806620270013809,"test"
"548","BB49-HNC","Selumetinib",0.329946955557613,0.11393066495657,"test"
"549","CHP-212","Selumetinib",0.633512852794984,0.39686781167984,"test"
"550","EPLC-272H","Selumetinib",0.145365989894581,0.119034729897976,"test"
"551","Huh-7","Selumetinib",0.0195956259190888,0.1886166036129,"test"
"552","NCI-H2342","Selumetinib",NA,0.0881755128502846,"test"
"553","HMV-II","Selumetinib",0.417453413597037,0.342582613229752,"test"
"554","MIA PaCa-2","Selumetinib",0.188557735688546,0.271037340164185,"test"
"555","A-375","Selumetinib",0.38603603127986,0.391985714435577,"test"
"556","UMC-11","Selumetinib",0,0.0921430885791779,"test"
"557","KGN","Selumetinib",NA,0.132580295205116,"test"
"558","NCI-H1092","Selumetinib",0,0.0944368839263916,"test"
"559","HuH-6 Clone 5","Selumetinib",NA,0.145997062325478,"test"
"560","HT","Selumetinib",NA,0.0909990817308426,"test"
"561","HPAF-II","Selumetinib",0.174437066669612,0.170686483383179,"test"
"562","639V","Selumetinib",0,0.0969704389572144,"test"
"563","Onda 11","Selumetinib",NA,0.0636634007096291,"test"
"564","RPMI-8402","Selumetinib",NA,0.0526805594563484,"test"
"565","Loucy","Selumetinib",0,0.189735352993011,"test"
"566","SW1417","Selumetinib",0.241021491083696,0.207318514585495,"test"
"567","HL-60","Selumetinib",0.275200310772101,0.343801021575928,"test"
"568","NCI-H727","Selumetinib",0.248399247920495,0.201837301254272,"test"
"569","RL","Selumetinib",NA,0.0309638250619173,"test"
"570","COLO 824","Selumetinib",0.0221743645872526,0.058584526181221,"test"
"571","C32 [Human melanoma]","Selumetinib",0.4406039046368,0.296267926692963,"test"
"572","RPMI-2650","Selumetinib",NA,0.185610175132751,"test"
"573","IGR-1","Selumetinib",0.111166585805919,0.30468612909317,"test"
"574","NCI-H1693","Selumetinib",0.102969278793288,0.0856091305613518,"test"
"575","DJM-1","Selumetinib",NA,0.2105712890625,"test"
"576","KNS-81-FD","Selumetinib",NA,0.145759373903275,"test"
"577","A-253","Selumetinib",0,0.133535370230675,"test"
"578","KMS-12-BM","Selumetinib",0,0.103654630482197,"test"
"579","SK-LU-1","Selumetinib",0.160924345139015,0.0599754564464092,"test"
"580","BFTC-905","Selumetinib",0.207166790705437,0.167545706033707,"test"
"581","Kuramochi","Selumetinib",0.0475542220995929,0.145357966423035,"test"
"582","Caov-4","Selumetinib",NA,0.202850386500359,"test"
"583","NCI-H2126","Selumetinib",NA,0.200636625289917,"test"
"584","RXF 393L","Selumetinib",0.102535472384399,0.0906039327383041,"test"
"585","AN3-CA","Selumetinib",0.0249329013772522,0.0888590812683105,"test"
"586","LB647-SCLC","Selumetinib",NA,0.0891984850168228,"test"
"587","RCM-1 [Human rectum adenocarcinoma]","Selumetinib",0.335773676570907,0.204047858715057,"test"
"588","MHH-ES-1","Selumetinib",0,0.203302785754204,"test"
"589","IM-9","Selumetinib",0.372619996849963,0.154641702771187,"test"
"590","MZ-MEL-2","Selumetinib",NA,0.377795696258545,"test"
"591","SW1088","Selumetinib",0.0267322397907638,0.0724452584981918,"test"
"592","Lu-135","Selumetinib",0,0.0655231177806854,"test"
"593","MDA-MB-453","Selumetinib",0,0.0747170150279999,"test"
"594","Panc 10.05","Selumetinib",0.164498257189094,0.202579602599144,"test"
"595","Mel JuSo","Selumetinib",0.117693269901937,0.172376990318298,"test"
"596","NCI-H64","Selumetinib",NA,0.0724875032901764,"test"
"597","NCI-H2227","Selumetinib",0,0.0807475596666336,"test"
"598","CRO-AP2","Selumetinib",NA,0.188597589731216,"test"
"599","CAL-85-1","Selumetinib",0.123101568395318,0.144719913601875,"test"
"600","HGC-27","Selumetinib",0,0.0489280447363853,"test"
"601","PA-1","Selumetinib",0.040471716915113,0.161831736564636,"test"
"602","COLO 320HSR","Selumetinib",0,0.0242043528705835,"test"
"603","LCLC-103H","Selumetinib",0,0.0422809906303883,"test"
"604","KP-N-RT-BM-1","Selumetinib",NA,0.20637121796608,"test"
"605","JEG-3","Selumetinib",NA,0.121914379298687,"test"
"606","UACC-62","Selumetinib",0.417429998886394,0.393629908561707,"test"
"607","VA-ES-BJ","Selumetinib",0.0137155898412042,0.195399090647697,"test"
"608","A2780","Selumetinib",0.293626415542172,0.258938014507294,"test"
"609","U266B1","Selumetinib",0.164875156181555,0.121706828474998,"test"
"610","TCCSUP","Selumetinib",0,0.0356585159897804,"test"
"611","RPMI-8226","Selumetinib",0.169652554779432,0.0703680515289307,"test"
"612","WSU-NHL","Selumetinib",0.0567779691701345,0.0755478888750076,"test"
"613","LS1034","Selumetinib",0.0831270177396527,0.248104125261307,"test"
"614","BL-41","Selumetinib",0,-0.0161268208175898,"test"
"615","D-336MG","Selumetinib",NA,0.110717840492725,"test"
"616","CAL-148","Selumetinib",NA,0.0859086290001869,"test"
"617","HCC1419","Selumetinib",0.0255996342353606,0.0969781801104546,"test"
"618","Karpas-45","Selumetinib",0.0025031500563205,0.0355735346674919,"test"
"619","LS513","Selumetinib",0.322506183538029,0.312458634376526,"test"
"620","SCC-3","Selumetinib",0.0410528842445452,0.177212446928024,"test"
"621","NCI-H146","Selumetinib",NA,0.105721816420555,"test"
"622","KNS-62","Selumetinib",0.176716515655691,0.112518489360809,"test"
"623","NCI-H596","Selumetinib",0.199689422651511,0.106581315398216,"test"
"624","SK-CO-1","Selumetinib",0.252726524264954,0.338924765586853,"test"
"625","NCI-H1975","Selumetinib",0.121322526786701,0.038533128798008,"test"
"626","TE-9","Selumetinib",0.0069775294631792,0.107493102550507,"test"
"627","D-247MG","Selumetinib",NA,0.172321498394012,"test"
"628","H9","Selumetinib",0.241314224544783,0.21017923951149,"test"
"629","LP-1","Selumetinib",0,0.0611870028078556,"test"
"630","8-MG-BA","Selumetinib",0.0210353930286468,0.0750329047441483,"test"
"631","Kasumi-1","Selumetinib",0.195034966077663,0.289440631866455,"test"
"632","KINGS-1","Selumetinib",0.0660794995065889,0.163116797804832,"test"
"633","PF-382","Selumetinib",0.0166122670067361,0.147718846797943,"test"
"634","SJNB-5","Selumetinib",NA,0.203105375170708,"test"
"635","TE-10","Selumetinib",NA,0.0767281427979469,"test"
"636","Kelly","Selumetinib",0.073373861381777,0.0897516161203384,"test"
"637","Rh1","Selumetinib",0,0.0803310051560402,"test"
"638","TGBC11TKB","Selumetinib",0.21156364918344,0.163590982556343,"test"
"639","A-204","Selumetinib",0.0269765617194501,0.108877643942833,"test"
"640","MG-63","Selumetinib",0.074999017785776,0.102377340197563,"test"
"641","SCH","Selumetinib",NA,0.0771718397736549,"test"
"642","OE33","Selumetinib",0.15032421806655,0.25493460893631,"test"
"643","LC4-1","Selumetinib",0.0119166795326208,0.15223291516304,"test"
"644","LK-2","Selumetinib",0.0165676400639782,0.109743788838387,"test"
"645","VMRC-MELG","Selumetinib",NA,0.247448652982712,"test"
"646","Ca Ski","Selumetinib",0.112827334473116,0.118665985763073,"test"
"647","DMS 273","Selumetinib",0.0700199475150587,0.040574237704277,"test"
"648","NCI-H522","Selumetinib",0,0.104256585240364,"test"
"649","HCC1806","Selumetinib",0.208356631521625,0.176082029938698,"test"
"650","NCI-H526","Selumetinib",0,0.0964521318674088,"test"
"651","HEL","Selumetinib",0,0.0993682965636253,"test"
"652","SW626","Selumetinib",0.302043980633482,0.166256815195084,"test"
"653","HDLM-2","Selumetinib",0,0.0922985076904297,"test"
"654","HCC1143","Selumetinib",0.163940114631603,0.0745134055614471,"test"
"655","L-363","Selumetinib",0,0.0717831775546074,"test"
"656","NCI-H441","Selumetinib",0.144864282654657,0.114636540412903,"test"
"657","ARH-77","Selumetinib",0.0084783857848654,0.108764141798019,"test"
"658","DB","Selumetinib",0,0.0366180315613747,"test"
"659","NCI-H2081","Selumetinib",NA,0.0626277402043343,"test"
"660","T84","Selumetinib",0.163885729960002,0.10431032627821,"test"
"661","UACC-257","Selumetinib",0.34528246863827,0.369491726160049,"test"
"662","A-431","Selumetinib",NA,0.150674402713776,"test"
"663","P30/OHK","Selumetinib",0.0155362636224667,0.131103128194809,"test"
"664","SW620","Selumetinib",0.34343092815748,0.289961397647858,"test"
"665","MC-1010","Selumetinib",NA,0.137048229575157,"test"
"666","GP5d","Selumetinib",0.217245829469871,0.129944369196892,"test"
"667","EW-11","Selumetinib",0,0.143793642520905,"test"
"668","BxPC-3","Selumetinib",0.154842481002072,0.346199810504913,"test"
"669","NCI-H1703","Selumetinib",NA,0.0409826971590519,"test"
"670","RVH-421","Selumetinib",NA,0.419123768806458,"test"
"671","SK-UT-1","Selumetinib",0,0.110574647784233,"test"
"672","Caki-1","Selumetinib",NA,0.262153297662735,"test"
"673","SW403","Selumetinib",NA,0.222361639142036,"test"
"674","HuO9","Selumetinib",0,0.0845638290047646,"test"
"675","Mel Ho","Selumetinib",NA,0.388734757900238,"test"
"676","ONS-76","Selumetinib",0.268759437685797,0.262010216712952,"test"
"677","C2BBe1","Selumetinib",0.134604687475193,0.189404994249344,"test"
"678","SKG-IIIa","Selumetinib",0.0369198929673803,0.157572239637375,"test"
"679","SW1116","Selumetinib",0.172409257580441,0.190067678689957,"test"
"680","AM-38","Selumetinib",0.124625323515681,0.113451443612576,"test"
"681","RF-48","Selumetinib",0.0093373717637353,0.120474219322205,"test"
"682","KOSC-2","Selumetinib",NA,0.161517918109894,"test"
"683","A-704","Selumetinib",0.0337644599588087,0.12110061198473,"test"
"684","GT3TKB","Selumetinib",NA,0.100182674825191,"test"
"685","OE19","Selumetinib",0,0.271886974573135,"test"
"686","KM-H2","Selumetinib",0.0019838000567691,0.0712310820817947,"test"
"687","A101D","Selumetinib",0.275808704131721,0.220606997609138,"test"
"688","EM-2","Selumetinib",0.158025245017338,0.215723603963852,"test"
"689","CP67-MEL","Selumetinib",NA,0.206921890377998,"test"
"690","MES-SA","Selumetinib",0,0.14174647629261,"test"
"691","HCE-4","Selumetinib",NA,0.0662148147821426,"test"
"692","NCI-H1048","Selumetinib",0,0.091507226228714,"test"
"693","SK-MEL-2","Selumetinib",0.131466851092341,0.226326316595078,"test"
"694","LB1047-RCC","Selumetinib",NA,0.100589133799076,"test"
"695","SK-LMS-1","Selumetinib",2.36343154348602e-05,0.121752396225929,"test"
"696","D283 Med","Selumetinib",0.0832426102844371,0.242223635315895,"test"
"697","ES3","Selumetinib",NA,0.119650200009346,"test"
"698","KP-4","Selumetinib",0.156303818842035,0.157473400235176,"test"
"699","SiHa","Selumetinib",0.0592042525955739,0.0513711497187614,"test"
"700","HOP-62","Selumetinib",0.163093732503159,0.101845964789391,"test"
"701","L-428","Selumetinib",0,0.0271625127643347,"test"
"702","SCC-25","Selumetinib",NA,0.139565423130989,"test"
"703","COR-L279","Selumetinib",NA,0.0540345907211304,"test"
"704","SK-MEL-30","Selumetinib",NA,0.346336603164673,"test"
"705","HuP-T4","Selumetinib",0.067820613575017,0.272388607263565,"test"
"706","SW48","Selumetinib",0.139104678709746,0.218368545174599,"test"
"707","NCI-H1650","Selumetinib",0.0021664144086267,0.0767094343900681,"test"
"708","NUGC-3","Selumetinib",0.0729485505667814,0.141289994120598,"test"
"709","647V","Selumetinib",0.0706229434156245,0.111983887851238,"test"
"710","NCI-H1755","Selumetinib",0.0184337804120575,0.111106656491756,"test"
"711","LA-N-6","Selumetinib",NA,0.168702930212021,"test"
"712","BL-70","Selumetinib",NA,0.0300501603633165,"test"
"713","LS123","Selumetinib",0.10124949360182,0.156874224543571,"test"
"714","HCT 15","Selumetinib",0.104822009291109,0.116333357989788,"test"
"715","TK-10","Selumetinib",0.142240804506638,0.197945296764374,"test"
"716","HCC2218","Selumetinib",NA,0.20833083987236,"test"
"717","COLO 678","Selumetinib",0.281452779959041,0.221246093511581,"test"
"718","HT-1197","Selumetinib",0.0134564368047105,0.167919710278511,"test"
"719","HTC-C3","Selumetinib",0.298468023171947,0.146178334951401,"test"
"720","SiMa","Selumetinib",0.148503092106548,0.165432900190353,"test"
"721","NOS-1 [Human osteosarcoma]","Selumetinib",0.0883264807762533,0.0693052262067795,"test"
"722","HCT 116","Selumetinib",0.144697500243742,0.156672060489655,"test"
"723","A3/Kawakami","Selumetinib",0.147499903364616,0.160051599144936,"test"
"724","RERF-LC-FM","Selumetinib",NA,0.101063922047615,"test"
"725","L-540","Selumetinib",0,0.146031439304352,"test"
"726","HCC2998","Selumetinib",0.500707761784259,0.195427805185318,"test"
"727","KYSE-450","Selumetinib",0.0628446399422032,0.0728657469153404,"test"
"728","A-172","Selumetinib",0.124214509713502,0.0900480225682259,"test"
"729","TALL-1 [Human adult T-ALL]","Selumetinib",NA,0.118420094251633,"test"
"730","HCC1954","Selumetinib",0.109131702013114,0.181201010942459,"test"
"731","NCI-H1993","Selumetinib",0.111964252075107,0.163935661315918,"test"
"732","HAL-01","Selumetinib",0.179443452582077,0.167430341243744,"test"
"733","EW-18","Selumetinib",0,0.142053514719009,"test"
"734","RT-112","Selumetinib",0.206547654623714,0.2105483263731,"test"
"735","EW-12","Selumetinib",NA,0.146915584802628,"test"
"736","ACN","Selumetinib",NA,0.443593680858612,"test"
"737","CW-2","Selumetinib",0.0491453763086029,0.138523548841476,"test"
"738","NCI-H1573","Selumetinib",NA,0.19263556599617,"test"
"739","ChaGo-K-1","Selumetinib",NA,0.13995486497879,"test"
"740","NCI-H520","Selumetinib",0.0107732022942637,0.0977161377668381,"test"
"741","U-698-M","Selumetinib",0,0.0440062694251537,"test"
"742","HT-1376","Selumetinib",0.0356585009585418,0.185652002692223,"test"
"743","SJNB-17","Selumetinib",NA,0.0702847838401794,"test"
"744","CAL-54","Selumetinib",0.0083019066719356,0.14084979891777,"test"
"745","NCI-H1651","Selumetinib",0,0.0400451943278313,"test"
"746","CAL-72","Selumetinib",0.0434099690739511,0.102112963795662,"test"
"747","DMS 114","Selumetinib",0,0.0577812194824219,"test"
"748","T98G","Selumetinib",0.0311275563409222,0.0410243570804596,"test"
"749","MOG-G-UVW","Selumetinib",NA,0.0631033033132553,"test"
"750","NB4","Selumetinib",NA,0.233977660536766,"test"
"751","TGBC1TKB","Selumetinib",NA,0.10827811062336,"test"
"752","GaMG","Selumetinib",0.0429010291390658,0.0354212448000908,"test"
"753","EB3 [Human Burkitt lymphoma]","Selumetinib",0,0.0142802838236094,"test"
"754","HC-1","Selumetinib",0,0.145060658454895,"test"
"755","MS-1 [Human lung carcinoma]","Selumetinib",0,0.0559249892830849,"test"
"756","IST-SL1","Selumetinib",NA,0.0594626739621162,"test"
"757","MeWo","Selumetinib",NA,0.170429453253746,"test"
"758","SW962","Selumetinib",NA,0.148367673158646,"test"
"759","SKM-1","Selumetinib",0.555887638597301,0.30269393324852,"test"
"760","SW1463","Selumetinib",0.172151370740176,0.263525426387787,"test"
"761","DSH1","Selumetinib",0.0841827950317,0.196929156780243,"test"
"762","Daudi","Selumetinib",0,0.0592716187238693,"test"
"763","Mono-Mac-6","Selumetinib",NA,0.289691030979156,"test"
"764","KYSE-180","Selumetinib",0.0017641201211206,0.0689090564846992,"test"
"765","ES5","Selumetinib",0.0243086733616909,0.122351743280888,"test"
"766","KATO III","Selumetinib",0.0083103159898539,0.248972371220589,"test"
"767","BC-1","Selumetinib",0,0.146339148283005,"test"
"768","Ca9-22","Selumetinib",0.0040992368588382,0.0879006534814835,"test"
"769","BT-549","Selumetinib",0.0914350257978158,0.0844819992780685,"test"
"770","Rh30","Selumetinib",0.0051100026214202,0.185009837150574,"test"
"771","CA46","Selumetinib",0,0.0214789435267448,"test"
"772","SaOS-2","Selumetinib",0.0360774242461995,0.11579092592001,"test"
"773","UO-31","Selumetinib",NA,0.158549189567566,"test"
"774","NCI-H82","Selumetinib",0,0.098498210310936,"test"
"775","EW-16","Selumetinib",0,0.200926661491394,"test"
"776","TT","Selumetinib",NA,0.214877605438232,"test"
"777","DOK","Selumetinib",0.284852129722988,0.232026368379593,"test"
"778","LNCaP clone FGC","Selumetinib",0,0.130508482456207,"test"
"779","HT-144","Selumetinib",0.405170542841012,0.285831898450851,"test"
"780","EHEB","Selumetinib",NA,0.16281470656395,"test"
"781","M059J","Selumetinib",0.0317710073445545,0.0685703009366989,"test"
